소재지,Latitude,Longitude,도로명,주택유형,건축년도,건축구조,전용면적,건축면적,연면적,대지면적
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,275.5,1421.14,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,367.34,1880.34,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,367.34,1880.34,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,275.5,1421.14,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,367.34,1880.34,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,367.34,1880.34,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,367.34,1880.34,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,367.34,1880.34,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,367.34,1880.34,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,459.17,2339.49,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,367.34,1880.34,7662.7
부산광역시 해운대구 재송동 1030,35.1940558,129.1261341,해운대로61번길 62-7,아파트,1980,철근콘크리트구조,40.13,367.34,1880.34,7662.7
부산광역시 해운대구 반여동 1291-974,35.1941774,129.1316411,재반로196번길 22-34,단독주택,1973,시멘트블럭조,,0,26.45,112
부산광역시 해운대구 반여동 1291-1180,35.1943234,129.1275614,해운대로61번길 84-50,다세대,1997,기타조적구조,35.8,85.63,338.39,106
부산광역시 해운대구 반여동 1291-1115,35.1944788,129.1285943,해운대로61번길 92-29,다세대,1994,철근콘크리트구조,42.18,97.5,415.26,116
부산광역시 해운대구 반여동 1291-1095,35.1944987,129.1290198,해운대로61번길 96-25,다세대,1993,철근콘크리트구조,37.035,98.8,443.96,116
부산광역시 해운대구 반여동 1291-1095,35.1944987,129.1290198,해운대로61번길 96-25,다세대,1993,철근콘크리트구조,37.035,98.8,443.96,116
부산광역시 해운대구 반여동 1291-1211,35.1946776,129.1266729,해운대로61번길 72-25,단독주택,1983,블록구조,,56.44,109.12,96
부산광역시 해운대구 반여동 1477-1,35.1949172,129.1174162,선수촌로21번길 31,아파트,1979,철근콘크리트구조,65.16,4123.64,22903.16,32359
부산광역시 해운대구 반여동 1291-699,35.194862,129.1319818,재반로196번길 21-18,다세대,1996,기타조적구조,39.11,90.52,357.7,102
부산광역시 해운대구 반여동 1291-1368,35.1949503,129.1302763,해운대로61번길 107-10,다세대,1995,철근콘크리트구조,46.17,102.24,477.36,117
부산광역시 해운대구 반여동 1291-775,35.1949378,129.1311879,재반로196번길 7-18,다세대,1995,기타조적구조,36.8,97.28,459.24,116
부산광역시 해운대구 반여동 1291-693,35.1950526,129.1320135,재반로196번길 21-34,다세대,1994,기타조적구조,37.19,86.62,385.14,106
부산광역시 해운대구 반여동 1291-1366,35.1950948,129.1303006,해운대로61번길 107-18,다세대,1995,기타조적구조,39.18,104.34,468.06,117
부산광역시 해운대구 반여동 1329-10,35.1954993,129.120554,반여로 33-1,단독주택,1982,블록구조,,32.54,62.99,43
부산광역시 해운대구 반여동 1291-721,35.1954234,129.1316849,재반로196번길 13-58,다세대,1994,기타조적구조,43.05,96,453.92,109
부산광역시 해운대구 반여동 1329-13,35.1956348,129.1203581,반여로27번길 2-42,다가구주택,1990,벽돌구조,,39.36,76.29,81
부산광역시 해운대구 반여동 1291-870,35.1956182,129.1297652,해운대로61번길 103-53,다세대,1994,기타조적구조,42.84,42.84,169.32,54.5
부산광역시 해운대구 반여동 1351,35.1958001,129.1192256,반여로27번길 22-3,단독주택,1973,시멘트블럭조,,0,127.93,212
부산광역시 해운대구 반여동 1330-27,35.1958718,129.1207585,반여로41번길 7,단독주택,1978,블록구조,,75.96,75.96,278
부산광역시 해운대구 반여동 1291-823,35.1957173,129.1304047,해운대로61번길 107-66,다세대,1995,기타조적구조,37.46,91.88,413.67,109
부산광역시 해운대구 반여동 1291-749,35.1958129,129.1313383,재반로196번길 7-84,다가구주택,1992,기타조적구조,,42.39,162.88,56
부산광역시 해운대구 반여동 1291-709,35.1958333,129.1317533,재반로196번길 13-86,다세대,1993,철근콘크리트구조,41.42,92.3,409.18,109
부산광역시 해운대구 송정동 84-3,35.1945629,129.2068909,송정2로23번길 42,다세대,2002,철근콘크리트구조,76.17,171.56,659.28,351.1
부산광역시 해운대구 반여동 1291-581,35.1967639,129.1302038,재반로211번길 16-46,다세대,1995,기타조적구조,44.99,95.36,449.56,109
부산광역시 해운대구 반여동 1291-655,35.1967799,129.1294194,재반로211번길 28-42,다세대,1995,기타조적구조,50.84,112.48,445.48,132
부산광역시 해운대구 반여동 1291-409,35.1968944,129.1323297,재반로212번길 21-74,다세대,1994,철근콘크리트구조,40.825,95.36,376.97,116
부산광역시 해운대구 반여동 1291-609,35.1970787,129.1298454,재반로211번길 22-66,다세대,1995,기타조적구조,38.9,87.04,344.08,106
부산광역시 해운대구 반여동 1291-570,35.1971477,129.1304322,재반로211번길 8-77,다세대,1994,기타조적구조,39.81,88.2,348.6,109
부산광역시 해운대구 반여동 1291-510,35.197155,129.1313592,재반로212번길 7-81,다세대,1997,기타조적구조,41.07,90.72,358.56,109
부산광역시 해운대구 반여동 1291-641,35.1972364,129.1296646,재반로211번길 22-77,다세대,1996,기타조적구조,39.45,47.25,186.75,56
부산광역시 해운대구 반여동 1291-128,35.1975365,129.1326092,재반로226번길 33-2,다세대,1994,기타조적구조,38.43,89.46,353.58,112.8
부산광역시 해운대구 반여동 1291-128,35.1975365,129.1326092,재반로226번길 33-2,다세대,1994,기타조적구조,38.43,89.46,353.58,112.8
부산광역시 해운대구 반여동 1291-194,35.1975623,129.1318123,재반로226번길 13-17,다세대,1996,기타조적구조,40.03,92.61,366.03,112
부산광역시 해운대구 반여동 1291-252,35.1976869,129.1307351,재반로225번길 8-18,다세대,1994,기타조적구조,42.84,94.5,373.5,119
부산광역시 해운대구 반여동 1291-281,35.197872,129.1303817,재반로225번길 16-30,다세대,1994,기타조적구조,42.21,43.51,169.46,64.5
부산광역시 해운대구 반여동 1291-361,35.1979535,129.1296143,재반로225번길 28-32,다세대,1994,기타조적구조,40.87,42.21,167.5,53
부산광역시 해운대구 반여동 1291-361,35.1979535,129.1296143,재반로225번길 28-32,다세대,1994,기타조적구조,42.21,42.21,167.5,53
부산광역시 해운대구 반여동 1291-64,35.1978999,129.1330991,재반로226번길 45-9,다세대,1994,기타조적구조,45.36,50.02,197.62,66
부산광역시 해운대구 반여동 1291-1421,35.1979567,129.13348,재반로226번길 51,다세대,1995,기타조적구조,36.44,99.22,458.08,116
부산광역시 해운대구 반여동 1291-1421,35.1979567,129.13348,재반로226번길 51,다세대,1995,기타조적구조,41.485,99.22,458.08,116
부산광역시 해운대구 반여동 1291-1421,35.1979567,129.13348,재반로226번길 51,다세대,1995,기타조적구조,41.485,99.22,458.08,116
부산광역시 해운대구 반여동 1291-393,35.1980674,129.1292406,재반로225번길 36-34,다세대,1994,기타조적구조,40.282,89.15,352.34,120
부산광역시 해운대구 반여동 1291-389,35.1982037,129.1292427,재반로225번길 36-42,다세대,1994,기타조적구조,38.8,89.6,354.2,102
부산광역시 해운대구 반여동 1291-389,35.1982037,129.1292427,재반로225번길 36-42,다세대,1994,기타조적구조,38.8,89.6,354.2,102
부산광역시 해운대구 반여동 1291-343,35.1984397,129.129698,재반로225번길 28-62,다세대,1994,기타조적구조,37.17,46.26,177.18,53
부산광역시 해운대구 반여동 1291-338,35.1985558,129.1298867,재반로225번길 22-73,다세대,1994,기타조적구조,37.44,88.2,348.6,112
부산광역시 해운대구 반여동 1612-19,35.1994185,129.1300203,재반로241번길 22-37,다세대,1996,기타조적구조,45.53,100.74,398.82,129
부산광역시 해운대구 반여동 1596-10,35.1995249,129.1327944,재반로242번길 21-66,다세대,1995,기타조적구조,45.84,102.24,404.7,119
부산광역시 해운대구 반여동 1596-8,35.1996006,129.1328071,재반로242번길 21-70,다세대,1994,기타조적구조,43.68,100.8,399,119
부산광역시 해운대구 반여동 1588-29,35.1998671,129.1346473,재반로256번길 57-9,다세대,1993,기타조적구조,45.335,101.47,401.71,122
부산광역시 해운대구 반여동 1591-27,35.2000001,129.1335047,재반로256번길 37-9,다세대,1995,기타조적구조,48.66,108.04,427.78,132
부산광역시 해운대구 반여동 1591-27,35.2000001,129.1335047,재반로256번길 37-9,다세대,1995,기타조적구조,50.14,108.04,427.78,132
부산광역시 해운대구 반여동 1591-19,35.2003126,129.1335591,재반로256번길 37-29,다세대,1995,기타조적구조,48.73,107.8,427,129
부산광역시 해운대구 반여동 1588-15,35.2004119,129.1347445,재반로256번길 57-51,다세대,1995,기타조적구조,44.14,54.1,209.59,66
부산광역시 해운대구 반여동 1441-90,35.2008353,129.1189236,선수촌로 79-1,단독주택,1972,블록구조,,42.98,42.98,142
부산광역시 해운대구 반여동 1588-6,35.2008279,129.1346504,재반로256번길 51-82,다세대,1995,기타조적구조,49.84,110.2,436.45,129
부산광역시 해운대구 반여동 1582-12,35.2012033,129.134717,재반로270번길 51-10,다세대,1994,기타조적구조,46.39,103.66,413.22,126
부산광역시 해운대구 반여동 1583-12,35.2012452,129.1343437,,다세대,1995,기타조적구조,52.73,55.66,214.61,63
부산광역시 해운대구 반여동 1583-3,35.2015392,129.1345612,재반로270번길 51-33,다세대,1994,철근콘크리트구조,48.785,107.92,427.42,132
부산광역시 해운대구 반여동 1583-1,35.2016208,129.1345761,재반로270번길 51-37,다세대,1994,기타조적구조,49.56,109.2,537.6,129
부산광역시 해운대구 반여동 1579-12,35.2017718,129.134609,재반로270번길 51-49,다세대,1997,철근콘크리트구조,55.31,122.05,488.2,136
부산광역시 해운대구 반여동 1578-11,35.2020634,129.1348691,재반로270번길 51-74,다세대,1994,기타조적구조,50.04,110.16,436.32,132
부산광역시 해운대구 반여동 1576-5,35.2024088,129.1353272,재반로270번길 57-108,다세대,1996,벽돌구조,46.56,56.24,222.74,63
부산광역시 해운대구 반여동 1576-5,35.2024088,129.1353272,재반로270번길 57-108,다세대,1996,벽돌구조,46.56,56.24,222.74,63
부산광역시 해운대구 반여동 1576-5,35.2024088,129.1353272,재반로270번길 57-108,다세대,1996,벽돌구조,46.56,56.24,222.74,63
부산광역시 해운대구 반여동 1575-31,35.2025004,129.1353256,재반로270번길 57-110,다세대,1994,기타조적구조,49.01,110.96,439.46,127
부산광역시 해운대구 반여동 1575-27,35.2025527,129.1355019,재반로282번길 80,다세대,1993,기타조적구조,44.33,52.56,208.05,61.5
부산광역시 해운대구 반여동 1017-5,35.2055632,129.123882,반여로155번길 35-53,단독주택,1980,블록구조,,81.62,81.62,151
부산광역시 해운대구 반여동 938-3,35.2072842,129.1250051,반여로167번길 40-7,단독주택,1973,블록구조,,49.58,49.58,132
부산광역시 해운대구 반여동 981-2,35.2074878,129.1268087,반여로155번가길 57,단독주택,1971,블록구조,,42.98,42.98,210
부산광역시 해운대구 반여동 868,35.2086926,129.1244756,반여로185번길 82,단독주택,1976,블록구조,,66.12,120.33,136
부산광역시 해운대구 반여동 676-2,35.2096035,129.1183417,삼어로133번길 34-19,단독주택,1974,블록구조,,51.9,51.9,175
부산광역시 해운대구 반여동 647,35.2099851,129.1180816,삼어로133번가길 19-16,단독주택,1948,목조,,0,76,339
부산광역시 해운대구 반여동 650-2,35.2101787,129.1176194,삼어로133번가길 19-26,다가구주택,1982,블록구조,,32.56,63.74,41
부산광역시 해운대구 반여동 735-37,35.210633,129.1226749,선수촌로207번나길 20-7,단독주택,1985,벽돌구조,,81.33,81.33,140
부산광역시 해운대구 반여동 809-7,35.2106098,129.1252153,선수촌로 203-2,단독주택,1974,블록구조,,65.7,65.7,182
부산광역시 해운대구 반여동 143-11,35.2115624,129.1295941,선수촌로208번가길 35-3,단독주택,1991,벽돌구조,,0,222.72,143
부산광역시 해운대구 반여동 114-1,35.2119954,129.1312839,선수촌로208번가길 69-12,단독주택,1985,벽돌구조,,142.895,243.175,246
부산광역시 해운대구 반여동 239-1,35.2123802,129.1299955,선수촌로208번길 98-3,단독주택,1988,블록구조,,103.92,185.405,180
부산광역시 해운대구 반여동 245,35.2124667,129.1307778,선수촌로208번길 98-31,단독주택,1969,블록구조,,132.45,156.93,274
부산광역시 해운대구 반여동 119-5,35.2125348,129.1311897,선수촌로208번길 124-6,단독주택,1969,블록구조,,36.36,36.36,106
부산광역시 해운대구 석대동 492-1,35.2195519,129.1245204,반송로 565-18,단독주택,1985,시멘트블럭조,,0,52.8,195
부산광역시 해운대구 반송동 250-2299,35.2198282,129.1530832,아랫반송로90번길 11-19,단독주택,1993,기타조적구조,,29.04,87.12,36.5
부산광역시 해운대구 반송동 250-2331,35.2199979,129.1524675,아랫반송로90번길 19-6,단독주택,1984,블록구조,,25.74,25.74,25
부산광역시 해운대구 반송동 250-2281,35.2200825,129.1530973,아랫반송로90번길 5-13,단독주택,1977,블록구조,,33.84,33.84,43
부산광역시 해운대구 반송동 250-2015,35.2201316,129.151844,아랫반송로80번길 31-20,단독주택,1978,블록구조,,35.86,35.86,46
부산광역시 해운대구 반송동 250-2572,35.220363,129.1501072,아랫반송로70번길 63-18,단독주택,1977,블록구조,,20,20,27
부산광역시 해운대구 석대동 243-2,35.2207303,129.1288407,반송로607번길 3-10,단독주택,1974,시멘트블럭조,,0,84.31,486
부산광역시 해운대구 반송동 250-2579,35.220388,129.1501909,아랫반송로70번길 63-17,단독주택,1977,블록구조,,31.24,31.24,48
부산광역시 해운대구 반송동 250-2116,35.2204643,129.1524899,아랫반송로80번길 11-21,단독주택,1979,블록구조,,30,30,46
부산광역시 해운대구 반송동 250-2162,35.2204673,129.1527373,아랫반송로90번길 4,단독주택,1980,블록구조,,30,30,46
부산광역시 해운대구 반송동 250-2576,35.2205856,129.1500627,아랫반송로70번길 63-9,단독주택,1977,블록구조,,39.44,39.44,48
부산광역시 해운대구 반송동 250-2158,35.2205648,129.152645,아랫반송로80번길 5-21,단독주택,1974,블록구조,,19.2,19.2,46
부산광역시 해운대구 반송동 250-2156,35.2206529,129.1526584,아랫반송로 86-1,단독주택,1985,블록구조,,40,40,46
부산광역시 해운대구 반송동 250-1884,35.2207257,129.1511933,아랫반송로70번길 37-21,다세대,1995,기타조적구조,36.85,83.16,332.64,93
부산광역시 해운대구 반송동 250-1884,35.2207257,129.1511933,아랫반송로70번길 37-21,다세대,1995,기타조적구조,36.85,83.16,332.64,93
부산광역시 해운대구 반송동 250-2153,35.220712,129.1525058,아랫반송로80번길 5-15,단독주택,1980,블록구조,,42.32,42.32,46
부산광역시 해운대구 반송동 250-2150,35.2207634,129.152457,아랫반송로80번길 5-13,단독주택,1974,블록구조,,25.76,25.76,46
부산광역시 해운대구 반송동 250-2559,35.2208093,129.1501434,아랫반송로70번길 57-4,단독주택,1980,블록구조,,36.7,36.7,53
부산광역시 해운대구 반송동 250-1954,35.2208813,129.1505222,아랫반송로70번길 49-11,단독주택,1992,벽돌구조,,23.76,65.88,27
부산광역시 해운대구 반송동 250-2146,35.2208636,129.1523621,아랫반송로80번길 5-9,단독주택,1985,블록구조,,20.36,20.36,46
부산광역시 해운대구 반송동 250-2133,35.2209026,129.1521714,아랫반송로80번길 5-6,다가구주택,1998,기타조적구조,,41.275,100.31,46
부산광역시 해운대구 반송동 250-1894,35.220985,129.1510399,아랫반송로70번길 31-14,단독주택,1982,블록구조,,34.94,67.59,46
부산광역시 해운대구 반송동 250-2414,35.2209834,129.1528753,아랫반송로79번길 10-14,다세대,1996,철근콘크리트구조,37.585,85.73,342.92,97
부산광역시 해운대구 반송동 250-1897,35.221035,129.1509926,아랫반송로70번길 31-12,단독주택,1970,블록구조,,32.64,32.64,46
부산광역시 해운대구 반송동 250-2403,35.2210589,129.1516872,아랫반송로70번길 19-23,단독주택,1994,철근콘크리트구조,,132,451.84,150
부산광역시 해운대구 반송동 250-1221,35.2211506,129.1503615,아랫반송로70번길 46,단독주택,1974,블록구조,,18.56,18.56,18
부산광역시 해운대구 반송동 250-1220,35.2211762,129.1503369,아랫반송로60번길 43-28,단독주택,1977,블록구조,,23.3,23.3,29
부산광역시 해운대구 반송동 250-1858,35.221314,129.1509277,아랫반송로70번길 31-3,단독주택,1985,블록구조,,76.9,76.9,46
부산광역시 해운대구 반송동 250-1803,35.2213168,129.1516881,아랫반송로70번길 11-15,다가구주택,1980,블록구조,,34.45,34.45,50
부산광역시 해운대구 반송동 250-2395,35.2213419,129.1515146,아랫반송로70번길 11-16,단독주택,1981,블록구조,,29.26,51.94,36
부산광역시 해운대구 반송동 250-2676,35.2213467,129.1511993,아랫반송로70번길 19-8,다가구주택,1992,벽돌구조,,26.68,53.36,30
부산광역시 해운대구 반송동 744-160,35.2213934,129.1485607,아랫반송로50번길 91-24,단독주택,1977,블록구조,,55.5,55.5,67
부산광역시 해운대구 반송동 250-1740,35.2214174,129.1524595,아랫반송로79번길 7,단독주택,1977,블록구조,,42.21,67.49,46
부산광역시 해운대구 반송동 250-1208,35.2214628,129.1500665,아랫반송로60번길 43-16,단독주택,1976,블록구조,,31.4,31.4,50
부산광역시 해운대구 반송동 250-1191,35.2215051,129.1497761,아랫반송로60번길 49-10,단독주택,1973,블록구조,,28.8,28.8,36
부산광역시 해운대구 반송동 250-1283,35.2214974,129.1508107,아랫반송로70번길 28,다세대,1996,철근콘크리트구조,39.94,89.78,359.12,100
